credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
763,Spain,Female,32,10,95153.77,1,Nao,Sim,81310.1,Nao
516,Germany,Male,32,3,145166.09,2,Nao,Nao,111421.45,Nao
617,France,Female,27,4,0,2,Nao,Nao,190269.21,Nao
700,France,Male,38,9,65962.63,1,Sim,Sim,100950.48,Nao
727,Germany,Male,36,6,140418.81,1,Sim,Sim,113033.73,Sim
689,Spain,Female,31,3,139799.63,1,Nao,Sim,120663.57,Nao
626,Germany,Male,49,9,171787.84,2,Sim,Nao,187192.23,Nao
686,France,Male,38,6,149238.97,1,Sim,Sim,97825.23,Nao
351,Germany,Female,57,4,163146.46,1,Sim,Nao,169621.69,Sim
739,France,Female,37,8,0,2,Sim,Nao,191557.1,Sim
627,France,Male,32,10,0,2,Sim,Nao,103287.62,Nao
451,Germany,Female,38,9,61482.47,1,Sim,Sim,167538.66,Nao
512,France,Female,41,8,145150.28,1,Sim,Nao,64869.32,Sim
774,France,Female,41,5,126670.37,1,Sim,Nao,102426.06,Nao
652,France,Female,40,8,84390.8,2,Nao,Sim,107876.2,Nao
638,Germany,Male,37,2,89728.86,2,Sim,Sim,37294.88,Nao
475,France,Female,57,1,0,2,Sim,Nao,89248.99,Nao
567,Spain,Male,40,4,118628.8,1,Nao,Nao,91973.63,Nao
750,France,Male,37,3,0,2,Sim,Nao,16870.2,Nao
850,France,Male,39,6,96863.13,1,Sim,Sim,121681.19,Nao
753,France,Female,38,6,142263.45,1,Nao,Sim,33730.43,Nao
683,Spain,Female,36,7,0,2,Sim,Nao,104786.59,Nao
710,France,Female,32,3,0,1,Sim,Nao,94790.34,Nao
645,Spain,Female,21,1,0,2,Nao,Nao,28726.07,Nao
714,France,Male,28,6,122724.37,1,Sim,Sim,67057.27,Nao
696,Germany,Female,35,4,174902.26,1,Sim,Nao,69079.85,Nao
612,Spain,Female,26,4,0,2,Sim,Sim,179780.74,Nao
520,Germany,Female,31,3,108914.17,1,Sim,Sim,183572.39,Sim
782,Spain,Male,23,10,98052.66,1,Sim,Sim,142587.32,Nao
666,France,Male,46,5,123873.19,1,Sim,Sim,177844.06,Nao
466,Germany,Female,56,2,111920.13,3,Sim,Nao,197634.11,Sim
567,France,Female,45,4,0,2,Nao,Sim,121053.19,Nao
613,France,Male,20,3,0,2,Sim,Sim,149613.77,Nao
718,France,Male,37,8,0,2,Sim,Sim,142.81,Nao
614,France,Female,37,8,75150.34,4,Nao,Sim,131766.67,Sim
711,France,Male,38,10,0,2,Nao,Nao,53311.78,Nao
691,Germany,Female,38,5,114753.76,1,Sim,Nao,107665.02,Nao
527,France,Male,32,0,0,1,Sim,Nao,109523.88,Nao
476,France,Female,32,6,111871.93,1,Nao,Nao,112132.86,Nao
619,Spain,Female,45,0,0,2,Nao,Nao,113645.4,Nao
607,Germany,Female,37,4,135927.06,1,Nao,Nao,180890.4,Nao
695,Spain,Male,44,8,0,2,Sim,Sim,70974.13,Nao
653,France,Male,33,1,0,2,Nao,Nao,53379.52,Nao
677,France,Male,46,2,57037.74,1,Sim,Sim,158531.01,Nao
655,France,Female,50,10,0,4,Sim,Nao,179267.94,Sim
625,France,Female,52,2,79468.96,1,Sim,Sim,84606.03,Nao
679,Germany,Female,34,7,121063.85,1,Sim,Nao,56984.58,Nao
734,France,Male,51,1,118537.47,1,Sim,Sim,116912.45,Nao
666,France,Male,39,10,0,2,Sim,Nao,102999.33,Nao
592,Germany,Female,26,4,105082.07,2,Sim,Nao,132801.57,Nao
564,France,Male,40,4,0,1,Sim,Nao,85455.62,Sim
814,France,Female,36,6,0,2,Sim,Sim,98657.01,Nao
592,Germany,Male,36,2,104702.65,2,Sim,Nao,107948.72,Nao
758,France,Female,50,2,95813.76,3,Sim,Sim,67944.09,Sim
612,Spain,Female,62,0,167026.61,2,Sim,Sim,192892.05,Nao
498,Germany,Male,61,7,102453.26,1,Sim,Nao,187247.56,Sim
638,Germany,Male,25,4,148045.45,2,Sim,Sim,114722.42,Nao
558,France,Male,35,1,0,2,Nao,Nao,111687.57,Nao
756,France,Female,24,1,0,2,Sim,Nao,184182.25,Nao
782,Spain,Male,52,4,0,1,Sim,Sim,52759.82,Sim
505,France,Male,34,10,104498.79,1,Nao,Sim,126451.14,Nao
671,Spain,Female,29,6,0,2,Nao,Nao,12048.67,Nao
801,France,Male,42,6,0,2,Sim,Sim,95804.33,Nao
604,France,Male,26,8,149542.52,2,Nao,Sim,197911.52,Nao
716,France,Female,29,10,87946.39,1,Sim,Sim,182531.74,Nao
624,France,Female,45,3,68639.57,1,Sim,Nao,168002.31,Sim
607,Germany,Male,47,4,148826.32,1,Sim,Sim,79450.61,Nao
827,France,Female,60,2,0,2,Nao,Sim,60615.83,Nao
606,France,Male,61,5,108166.09,2,Nao,Sim,8643.21,Nao
717,Germany,Female,35,5,103214.71,1,Sim,Nao,172172.7,Nao
651,Germany,Male,40,1,134760.21,2,Nao,Nao,174434.06,Sim
691,France,Male,58,3,0,1,Nao,Sim,194930.3,Sim
573,France,Female,33,0,90124.64,1,Sim,Nao,137476.71,Nao
723,Spain,Male,38,6,0,2,Sim,Sim,94415.6,Nao
584,Germany,Female,46,6,87361.02,2,Sim,Nao,120376.87,Sim
550,Germany,Female,45,8,111257.59,1,Nao,Nao,97623.42,Sim
611,France,Female,61,3,131583.59,4,Nao,Sim,66238.23,Sim
549,Germany,Male,41,9,95020.8,3,Sim,Sim,131710.59,Sim
850,Spain,Female,24,1,0,2,Nao,Sim,69052.87,Nao
668,Germany,Male,34,5,80242.37,2,Nao,Nao,56780.97,Nao
686,France,Female,43,0,0,1,Sim,Sim,170072.9,Nao
660,France,Male,50,1,0,3,Sim,Sim,191849.15,Sim
682,Spain,Female,59,0,122661.39,1,Nao,Sim,84803.76,Nao
524,France,Male,50,4,0,2,Sim,Sim,31840.59,Sim
645,France,Female,36,8,0,2,Sim,Sim,12096.61,Sim
850,France,Male,42,0,0,2,Sim,Nao,44165.84,Nao
537,France,Female,53,3,0,1,Sim,Sim,91406.62,Nao
599,Spain,Female,46,7,81742.84,2,Sim,Nao,83282.21,Nao
727,Spain,Male,71,8,0,1,Sim,Sim,198446.91,Sim
756,Spain,Male,30,2,145127.85,1,Nao,Nao,7554.68,Nao
755,France,Male,38,9,148912.44,1,Sim,Nao,80416.16,Nao
634,Spain,Female,41,4,0,2,Sim,Sim,164549.74,Nao
837,France,Male,26,4,89900.24,2,Sim,Nao,175477.03,Nao
727,Germany,Female,30,8,119027.28,2,Sim,Sim,137903.54,Nao
567,Germany,Female,40,2,105222.86,2,Sim,Nao,93795.86,Nao
650,Spain,Female,30,6,0,1,Nao,Nao,67997.13,Sim
655,Spain,Male,34,1,116114.93,1,Sim,Sim,49492.15,Nao
763,France,Female,58,9,187911.55,1,Nao,Sim,35825.18,Nao
843,France,Female,27,5,0,2,Sim,Sim,67494.23,Nao
667,France,Female,38,6,144432.04,1,Sim,Sim,73963.17,Sim
705,France,Female,50,4,77065.9,2,Nao,Sim,145159.26,Nao
660,Germany,Female,29,6,180520.29,1,Sim,Sim,123850.58,Nao
553,France,Male,42,1,0,2,Nao,Nao,23822.04,Nao
612,Germany,Female,47,6,130024.87,1,Sim,Sim,45750.21,Sim
641,Germany,Female,40,2,110086.69,1,Sim,Nao,159773.14,Nao
513,Spain,Female,31,5,174853.46,1,Sim,Nao,84238.63,Nao
680,France,Male,44,7,108724.98,1,Nao,Sim,72330.46,Nao
711,France,Male,58,9,91285.13,2,Sim,Sim,26767.85,Nao
689,Spain,Male,40,2,0,2,Sim,Sim,164768.82,Nao
665,Germany,Female,51,9,110610.41,2,Nao,Sim,1112.76,Sim
551,Germany,Male,54,5,102994.04,1,Sim,Nao,176680.16,Sim
645,Spain,Male,36,4,59893.85,2,Sim,Nao,43999.64,Nao
616,Germany,Male,29,8,149318.55,1,Sim,Nao,140746.13,Nao
582,France,Female,32,1,116409.55,1,Nao,Sim,152790.92,Nao
365,Germany,Male,30,0,127760.07,1,Sim,Nao,81537.85,Sim
697,Germany,Female,38,6,132591.36,1,Sim,Sim,7387.8,Sim
704,France,Male,31,0,0,2,Sim,Nao,183038.33,Nao
656,France,Female,46,5,113402.14,2,Sim,Sim,138849.06,Nao
712,France,Female,31,7,0,2,Sim,Nao,170333.38,Nao
748,France,Male,40,0,0,1,Nao,Nao,60416.76,Nao
724,France,Male,28,9,0,2,Sim,Sim,100240.2,Nao
691,France,Male,50,6,136953.47,1,Sim,Sim,2704.98,Nao
563,France,Male,33,8,0,2,Nao,Sim,68815.05,Nao
741,France,Male,32,5,0,1,Sim,Sim,64839.23,Nao
778,France,Male,44,8,123863.64,1,Sim,Nao,144494.94,Nao
848,Spain,Male,22,7,120811.89,1,Sim,Sim,185510.34,Nao
634,Germany,Male,38,2,148430.55,1,Sim,Sim,56055.72,Nao
505,Germany,Male,40,6,47869.69,2,Sim,Sim,155061.97,Nao
692,Germany,Male,53,7,150926.99,2,Nao,Nao,119817.19,Nao
537,Germany,Female,47,6,103163.35,1,Sim,Nao,16259.64,Sim
633,France,Male,29,10,130206.28,1,Sim,Nao,184654.87,Nao
833,France,Female,28,4,136674.51,2,Nao,Nao,5278.78,Nao
592,Spain,Female,40,2,200322.45,1,Sim,Sim,113244.73,Nao
587,Spain,Male,48,1,0,2,Sim,Sim,8908,Nao
550,Spain,Male,62,7,80927.56,1,Nao,Sim,64490.67,Nao
680,France,Female,24,10,0,3,Sim,Nao,154971.63,Sim
622,Spain,Female,41,9,0,2,Sim,Sim,155786.39,Nao
594,Germany,Male,28,0,142574.71,2,Sim,Nao,129084.82,Nao
643,Germany,Female,34,7,160426.07,1,Nao,Sim,188533.11,Nao
540,France,Male,25,5,116160.23,1,Sim,Nao,13411.67,Nao
635,Spain,Female,34,5,98683.47,2,Sim,Nao,15733.19,Nao
657,France,Male,32,3,118829.03,2,Sim,Sim,73127.61,Nao
814,France,Male,31,1,118870.92,1,Sim,Nao,101704.19,Nao
600,France,Male,32,1,0,1,Sim,Sim,101986.16,Nao
682,France,Female,46,2,0,1,Sim,Sim,114442.66,Nao
682,France,Male,38,4,107192.38,1,Sim,Sim,15669.17,Nao
566,France,Male,42,3,108010.78,1,Sim,Sim,157486.1,Nao
550,Spain,Male,34,3,0,2,Nao,Nao,131281.28,Nao
630,France,Male,26,7,129837.72,2,Nao,Sim,197001.15,Nao
546,Germany,Female,58,3,106458.31,4,Sim,Nao,128881.87,Sim
486,France,Male,63,9,97009.15,1,Sim,Sim,85101,Nao
762,Spain,Male,35,9,122929.42,2,Nao,Nao,149822.04,Nao
692,Germany,Male,45,6,152296.83,4,Nao,Sim,108040.86,Sim
498,France,Female,30,1,0,2,Nao,Nao,135795.53,Nao
850,Spain,Male,49,8,0,1,Nao,Nao,25867.67,Sim
603,France,Male,35,6,128993.76,2,Sim,Nao,130483.56,Nao
551,France,Female,36,5,0,1,Sim,Nao,183479.12,Nao
627,Germany,Male,27,0,185267.45,2,Sim,Sim,77027.34,Nao
515,France,Female,28,9,0,2,Nao,Nao,94141.75,Nao
605,Spain,Female,29,3,116805.82,1,Nao,Nao,4092.75,Nao
567,Germany,Male,29,5,129750.68,1,Sim,Nao,109257.59,Nao
568,Germany,Female,29,2,129177.01,2,Nao,Sim,104617.99,Nao
571,Germany,Male,25,6,82506.72,2,Sim,Nao,167705.07,Nao
634,Germany,Male,48,2,107247.69,1,Sim,Sim,103712.05,Sim
768,Spain,Female,42,3,0,1,Nao,Nao,161242.99,Sim
554,Germany,Female,36,3,157780.93,2,Sim,Nao,6089.13,Nao
629,France,Male,35,1,172170.36,1,Sim,Sim,159777.37,Nao
638,Spain,Male,48,2,0,2,Sim,Sim,7919.08,Nao
576,France,Male,41,1,0,1,Sim,Sim,188274.6,Nao
661,Spain,Female,42,9,75361.44,1,Sim,Nao,27608.12,Sim
592,France,Female,27,4,0,2,Sim,Sim,183569.25,Nao
702,Spain,Male,30,2,0,2,Sim,Sim,145537.32,Nao
647,France,Female,29,0,98263.46,2,Sim,Nao,164717.95,Nao
593,France,Male,43,9,0,2,Sim,Sim,76357.43,Nao
712,Germany,Female,40,3,109308.79,2,Sim,Nao,120158.72,Sim
625,Spain,Female,31,8,0,2,Sim,Nao,151843.54,Nao
538,Germany,Female,28,6,164365.44,1,Nao,Sim,5698.97,Nao
637,Spain,Female,22,5,98800,1,Sim,Nao,122865.55,Nao
632,France,Male,27,4,193125.85,1,Sim,Sim,152665.85,Nao
736,France,Male,27,5,51522.75,1,Nao,Sim,192131.77,Nao
755,France,Male,23,5,84284.48,2,Sim,Sim,62851.6,Nao
425,Spain,Female,39,5,0,2,Sim,Nao,140941.47,Nao
461,France,Male,51,9,119889.84,1,Nao,Nao,56767.67,Sim
745,France,Male,21,4,137910.45,1,Sim,Sim,177235.23,Nao
616,France,Female,37,6,0,2,Sim,Nao,86242.18,Nao
587,France,Male,33,5,100116.82,1,Sim,Nao,34215.58,Nao
850,Germany,Male,40,4,166082.15,2,Nao,Sim,44406.17,Nao
601,France,Female,38,0,0,2,Sim,Nao,165196.65,Nao
730,Spain,Male,26,3,0,1,Sim,Nao,34542.41,Nao
532,France,Male,44,3,148595.55,1,Sim,Nao,74838.64,Sim
850,Germany,Male,53,2,94078.97,2,Sim,Nao,36980.54,Nao
779,Spain,Female,34,5,0,2,Nao,Sim,111676.63,Nao
562,France,Male,29,9,0,1,Sim,Sim,25858.68,Nao
670,Germany,Male,40,2,164948.98,3,Nao,Nao,177028,Sim
729,France,Female,62,4,140549.4,1,Sim,Nao,30990.16,Sim
767,France,Female,44,2,152509.25,1,Sim,Sim,136915.15,Nao
742,France,Female,28,2,191864.51,1,Sim,Nao,108457.99,Sim
669,France,Female,44,8,96418.09,1,Nao,Nao,131609.48,Sim
542,Spain,Male,32,2,131945.94,1,Nao,Sim,159737.56,Nao
586,France,Male,29,3,0,2,Sim,Sim,142238.54,Nao
612,Germany,Male,30,9,142910.15,1,Sim,Nao,105890.55,Sim
740,France,Female,37,7,0,2,Sim,Sim,194270.91,Nao
584,France,Male,35,3,146311.58,1,Sim,Sim,105443.47,Nao
524,France,Male,52,2,87894.26,1,Sim,Nao,173899.42,Sim
614,France,Female,19,5,97445.49,2,Sim,Nao,122823.34,Nao
598,France,Female,64,9,0,1,Nao,Sim,13181.37,Sim
799,Spain,Male,35,7,0,2,Nao,Sim,140780.8,Nao
724,France,Male,34,2,154485.74,2,Nao,Nao,78560.64,Nao
601,France,Male,50,2,115625.07,1,Sim,Nao,185855.21,Nao
804,France,Male,25,7,108396.67,1,Sim,Nao,128276.95,Nao
745,Germany,Male,38,5,65095.41,2,Sim,Sim,140197.42,Nao
667,Germany,Male,43,1,103018.45,1,Sim,Nao,32462.39,Sim
518,France,Female,38,10,84764.79,1,Sim,Sim,162253.9,Nao
819,France,Female,38,10,0,2,Sim,Nao,30498.7,Nao
520,Spain,Female,35,4,115680.81,1,Sim,Sim,90280.7,Nao
625,France,Female,39,5,0,2,Sim,Nao,32615.21,Nao
673,Germany,Male,36,5,73088.06,2,Nao,Nao,196142.26,Nao
656,Germany,Female,27,3,150905.03,2,Sim,Nao,16998.72,Nao
850,Spain,Female,23,9,143054.85,1,Nao,Sim,62980.96,Nao
574,Spain,Female,28,7,0,2,Nao,Nao,185660.3,Nao
679,France,Male,60,6,0,2,Sim,Sim,77331.77,Nao
530,Germany,Female,42,0,99948.45,1,Nao,Sim,97338.62,Nao
508,France,Male,44,3,115451.05,2,Nao,Nao,67234.33,Nao
558,Germany,Male,32,4,108235.91,1,Sim,Sim,143783.28,Nao
414,France,Male,38,8,0,1,Nao,Sim,77661.12,Sim
648,Spain,Male,42,2,98795.61,2,Sim,Nao,89123.99,Nao
721,France,Female,37,1,0,2,Sim,Nao,70810.8,Nao
751,France,Male,31,8,0,2,Nao,Nao,17550.49,Nao
662,France,Male,34,2,0,2,Nao,Sim,21497.27,Nao
628,Germany,Male,29,3,113146.98,2,Nao,Sim,124749.08,Nao
597,Germany,Female,39,8,162532.14,3,Sim,Nao,36051.46,Sim
698,Spain,Female,40,0,92053.44,1,Sim,Sim,143681.83,Nao
723,France,Male,48,7,0,2,Sim,Sim,150694.58,Nao
586,France,Female,28,5,0,3,Sim,Nao,170487.4,Sim
633,Germany,Female,29,8,104944.1,1,Sim,Sim,97684.46,Nao
564,France,Male,31,4,0,2,Sim,Nao,53520.03,Nao
649,France,Female,31,2,0,2,Sim,Nao,15200.61,Nao
622,France,Female,30,4,107879.04,1,Nao,Sim,196894.62,Nao
459,Germany,Male,46,7,110356.42,1,Sim,Nao,4969.13,Sim
718,France,Male,27,2,0,2,Nao,Nao,26229.24,Nao
655,Spain,Female,34,4,109783.69,2,Sim,Nao,134034.32,Nao
696,France,Male,22,9,149777,1,Sim,Sim,198032.93,Nao
637,France,Female,38,3,104339.56,1,Nao,Nao,119882.86,Nao
630,Spain,Female,21,1,85818.18,1,Sim,Sim,133102.3,Nao
592,France,Male,37,4,212692.97,1,Nao,Nao,176395.02,Nao
634,Germany,Male,37,1,89696.84,2,Sim,Sim,193179.88,Nao
608,France,Female,28,9,0,2,Sim,Sim,125062.02,Nao
565,Germany,Female,32,9,68067.24,1,Sim,Nao,143287.58,Nao
763,Spain,Male,67,9,148564.66,1,Nao,Sim,87236.4,Nao
665,France,Female,55,8,136354.16,1,Sim,Sim,93769.89,Nao
649,France,Male,38,1,122214,1,Nao,Sim,88965.46,Nao
695,France,Male,45,3,0,2,Sim,Sim,30793.61,Nao
775,Germany,Male,70,6,119684.88,2,Sim,Sim,74532.02,Nao
788,France,Female,39,3,135139.33,1,Nao,Sim,113086.08,Nao
569,Germany,Female,42,9,146100.75,1,Sim,Nao,32574.01,Sim
726,Spain,Female,56,8,123110.9,3,Nao,Sim,130113.78,Sim
564,Germany,Female,44,3,111760.4,3,Sim,Sim,104722.47,Sim
544,France,Female,32,9,110728.39,1,Sim,Sim,14559.62,Nao
614,France,Female,41,8,121558.46,1,Sim,Sim,598.8,Nao
453,Germany,Female,38,8,120623.21,1,Sim,Nao,129697.99,Nao
471,France,Female,58,4,114713.57,1,Sim,Sim,36315.03,Nao
829,Germany,Female,37,3,103457.76,1,Nao,Nao,1114.12,Nao
754,Germany,Male,57,2,101134.87,2,Sim,Sim,70954.41,Nao
749,Germany,Male,46,10,78136.36,2,Sim,Sim,73470.98,Nao
667,France,Male,23,1,0,2,Sim,Nao,91573.19,Nao
670,Spain,Male,30,3,133446.34,1,Nao,Nao,3154.95,Nao
670,France,Female,33,7,0,2,Sim,Sim,88187.81,Nao
623,Germany,Female,48,1,108076.33,1,Sim,Nao,118855.26,Sim
571,France,Male,32,5,131354.25,1,Sim,Nao,125256.53,Nao
641,Germany,Female,37,7,62974.64,2,Nao,Sim,39016.43,Nao
551,Germany,Female,30,2,143340.44,1,Sim,Nao,145796.49,Nao
741,Germany,Male,36,8,116993.43,2,Sim,Nao,168816.22,Nao
472,France,Male,31,4,58662.92,2,Nao,Sim,73322,Nao
650,Spain,Male,41,3,128808.65,3,Nao,Nao,113677.53,Sim
625,France,Male,45,7,137555.44,1,Nao,Nao,124607.7,Nao
650,Germany,Male,34,4,142393.11,1,Sim,Sim,11276.48,Nao
535,France,Female,38,8,0,2,Sim,Nao,136620.64,Nao
649,France,Female,41,2,125785.23,1,Sim,Sim,70523.92,Nao
689,France,Male,22,4,136444.25,1,Sim,Nao,51980.25,Sim
694,Spain,Male,38,7,121527.4,1,Sim,Nao,113481.02,Nao
655,Germany,Male,52,9,144696.75,1,Sim,Sim,49025.79,Nao
620,France,Male,36,8,0,2,Sim,Sim,145937.99,Nao
577,France,Female,35,10,0,2,Sim,Sim,25161.61,Nao
401,Germany,Male,48,8,128140.17,1,Sim,Nao,175753.55,Sim
599,France,Male,25,6,120383.41,1,Sim,Sim,24903.09,Nao
481,France,Female,57,9,0,3,Sim,Sim,169719.35,Sim
704,France,Male,42,8,129735.3,2,Sim,Sim,179565.57,Nao
698,Spain,Female,31,8,185078.26,1,Nao,Nao,115337.74,Sim
480,France,Female,28,6,0,2,Nao,Nao,48131.92,Nao
682,France,Male,42,0,0,1,Sim,Sim,160828.98,Nao
700,Spain,Male,31,7,0,2,Nao,Sim,145151.96,Nao
492,France,Male,29,1,144591.96,1,Sim,Sim,196293.76,Nao
444,France,Female,45,4,0,2,Sim,Nao,161653.5,Sim
624,France,Male,36,6,0,2,Nao,Nao,84635.64,Nao
709,France,Male,37,7,0,1,Sim,Nao,159486.76,Nao
557,Germany,Male,68,2,100194.44,1,Sim,Sim,38596.34,Nao
646,Germany,Male,50,6,145295.31,2,Sim,Sim,27814.74,Nao
719,Germany,Male,28,3,106070.29,2,Sim,Sim,183893.31,Nao
706,Germany,Female,47,6,120621.89,1,Sim,Sim,140803.7,Nao
660,France,Male,38,7,0,2,Nao,Sim,146585.53,Nao
667,France,Male,36,9,0,2,Sim,Sim,40062.29,Nao
705,France,Male,30,1,0,1,Sim,Sim,181300.32,Nao
598,Germany,Female,27,10,171283.91,1,Sim,Sim,84136.12,Nao
669,France,Male,26,4,0,2,Sim,Sim,197594.34,Nao
580,Germany,Female,38,1,128218.47,1,Sim,Nao,125953.83,Sim
676,France,Female,32,5,0,2,Sim,Sim,75465.41,Nao
714,Germany,Male,28,7,77776.39,1,Sim,Nao,177737.07,Nao
597,Germany,Female,72,6,124978.19,2,Sim,Sim,7144.46,Nao
559,France,Male,29,1,0,2,Nao,Nao,155639.76,Nao
564,France,Female,28,1,0,1,Sim,Sim,162428.05,Nao
850,Spain,Male,51,3,109799.55,2,Sim,Sim,12457.76,Sim
689,France,Male,39,7,0,2,Nao,Nao,14917.09,Nao
758,Germany,Female,61,8,125397.21,1,Sim,Nao,182184.09,Sim
604,Spain,Female,71,10,0,2,Sim,Sim,129984.2,Nao
733,Germany,Male,38,9,111347.37,2,Nao,Sim,194872.97,Nao
778,Spain,Male,40,8,104291.41,2,Sim,Sim,117507.11,Nao
732,Germany,Female,61,9,94867.18,2,Sim,Sim,157527.6,Sim
646,France,Male,24,8,0,2,Nao,Nao,92612.88,Nao
597,France,Female,33,6,135703.59,2,Nao,Nao,74850.84,Nao
821,Germany,Female,37,5,106453.53,2,Nao,Sim,127413,Nao
640,France,Male,43,7,132412.38,1,Nao,Nao,69584.3,Sim
511,Germany,Female,40,9,124401.6,1,Sim,Nao,198814.24,Sim
805,France,Male,46,6,118022.06,3,Sim,Nao,162643.15,Sim
540,Germany,Male,39,1,82531.11,1,Sim,Nao,114092.52,Nao
705,Spain,Male,44,0,184552.12,1,Sim,Nao,68860.3,Sim
540,Germany,Male,39,4,127278.31,1,Sim,Sim,16150.34,Nao
532,Spain,Female,66,3,0,1,Sim,Sim,115227.02,Nao
535,France,Female,45,2,0,2,Nao,Sim,170621.55,Nao
627,Germany,Male,23,5,184244.86,1,Sim,Nao,103099.22,Nao
646,France,Male,52,8,59669.43,1,Nao,Nao,172495.81,Sim
515,France,Female,25,7,79543.59,1,Nao,Sim,38772.82,Nao
697,France,Female,39,6,151553.19,1,Sim,Sim,44946.29,Nao
652,Germany,Male,27,2,166527.88,2,Nao,Sim,146007.7,Nao
579,Germany,Male,28,6,150329.15,1,Sim,Nao,145558.42,Nao
760,France,Male,43,8,121911.59,1,Sim,Nao,193312.33,Nao
769,France,Male,51,9,156773.78,2,Sim,Nao,40257.79,Nao
498,Spain,Male,29,8,127864.26,1,Sim,Sim,46677.9,Nao
774,France,Male,53,4,113709.28,1,Sim,Sim,153887.93,Sim
705,Germany,Female,43,7,79974.55,1,Sim,Sim,103108.33,Nao
648,France,Female,44,2,0,2,Sim,Sim,58652.23,Nao
688,France,Female,51,5,0,1,Sim,Nao,91624.11,Sim
592,Spain,Male,38,0,0,1,Sim,Nao,65986.48,Sim
705,France,Male,33,3,144427.96,2,Sim,Nao,113845.19,Nao
654,France,Male,42,7,99263.09,1,Sim,Sim,67607.9,Nao
624,France,Female,32,2,79368.87,2,Sim,Sim,145471.94,Nao
594,France,Female,30,10,0,2,Sim,Sim,124071.71,Nao
695,Spain,Female,34,9,0,2,Sim,Sim,67502.12,Nao
597,France,Male,28,2,0,3,Sim,Sim,78707.97,Nao
758,France,Female,52,7,125095.94,1,Sim,Nao,171189.83,Sim
737,Germany,Female,40,2,162485.8,2,Sim,Nao,149381.32,Nao
694,Germany,Male,37,1,95668.82,2,Sim,Nao,100335.55,Nao
683,France,Male,25,4,0,2,Sim,Nao,152698.24,Nao
538,Spain,Female,30,8,0,2,Sim,Sim,41192.95,Nao
669,France,Male,37,4,0,1,Sim,Nao,132540.33,Nao
730,France,Female,34,5,74197.38,2,Sim,Nao,96875.52,Nao
622,France,Female,31,1,89688.94,1,Sim,Sim,152305.47,Nao
714,Spain,Female,33,10,103121.33,2,Sim,Sim,49672.01,Nao
569,Spain,Female,34,3,0,1,Sim,Nao,133997.53,Nao
668,Germany,Female,59,5,120170.07,1,Nao,Sim,50454.8,Nao
628,France,Male,32,9,149136.31,2,Sim,Sim,16402.11,Nao
600,France,Male,40,1,141136.79,1,Sim,Sim,67803.83,Nao
693,France,Female,43,4,152341.55,1,Sim,Nao,9241.78,Nao
704,France,Male,36,7,120026.98,2,Nao,Sim,100601.73,Nao
527,Spain,Male,33,9,132168.28,1,Nao,Nao,98734.15,Nao
553,Germany,Male,43,6,85200.82,2,Sim,Sim,160574.09,Nao
575,Spain,Male,53,1,84903.33,2,Nao,Sim,26015.8,Nao
626,France,Female,32,0,0,2,Nao,Nao,187172.54,Nao
582,France,Male,20,4,0,1,Sim,Sim,55763.66,Nao
683,Spain,Male,40,8,0,1,Sim,Nao,75848.22,Nao
850,France,Male,30,9,121535.18,1,Nao,Nao,40313.47,Nao
653,Spain,Male,35,6,116662.96,2,Sim,Sim,23864.21,Nao
679,France,Male,60,8,0,2,Sim,Sim,51380.9,Nao
549,Germany,Female,49,6,124829.16,1,Nao,Sim,93551.36,Nao
850,Spain,Female,36,2,155180.56,2,Nao,Nao,169415.54,Nao
558,Germany,Female,32,1,108262.87,1,Sim,Sim,6935.31,Nao
528,Spain,Male,40,4,0,2,Sim,Nao,25399.7,Nao
801,France,Male,38,5,0,2,Sim,Nao,66256.27,Nao
513,Spain,Male,48,2,0,1,Sim,Sim,114709.13,Sim
666,Germany,Male,38,6,99812.88,2,Sim,Sim,158357.97,Nao
606,France,Male,35,2,132164.26,1,Nao,Sim,164815.59,Nao
599,Germany,Male,45,10,103583.05,1,Sim,Nao,132127.69,Sim
544,Germany,Male,39,4,142406.43,2,Sim,Nao,146637.45,Nao
529,Spain,Male,38,7,99842.5,2,Sim,Nao,90256.06,Sim
850,France,Female,41,5,0,2,Sim,Sim,34827.43,Nao
497,France,Male,41,9,0,1,Nao,Nao,22074.48,Nao
764,France,Female,39,5,81042.42,1,Nao,Sim,109805.17,Nao
603,France,Female,48,5,0,1,Sim,Nao,100478.6,Sim
609,France,Male,40,6,0,2,Sim,Sim,97416.34,Nao
487,France,Male,53,4,199689.49,1,Sim,Sim,24207.86,Sim
748,France,Male,33,1,142645.43,1,Nao,Nao,69132.66,Nao
710,Spain,Female,75,5,0,2,Sim,Sim,9376.89,Nao
432,Germany,Female,45,3,110219.14,1,Sim,Nao,43046.7,Sim
534,Spain,Male,51,3,0,2,Nao,Sim,20856.31,Nao
607,France,Male,25,3,0,2,Nao,Nao,187048.72,Nao
551,Spain,Male,32,4,0,2,Sim,Nao,53420.53,Nao
674,France,Male,45,7,142072.02,1,Sim,Nao,37013.29,Nao
525,France,Female,25,6,0,2,Sim,Nao,89566.64,Nao
645,Germany,Male,33,8,149564.61,1,Nao,Nao,149913.84,Nao
755,France,Female,43,9,0,2,Sim,Nao,18066.69,Nao
708,Germany,Male,37,8,153366.13,1,Sim,Sim,26912.34,Nao
